Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
90281513,3,5,144.0,96.0,48,48,48.0,0.0,48,12,19.2,16.09968944,2.65835155,0.088611718,12900000.0,15900000.0,29900000.0,143813.0,60100000.0,30000000.0,9155.618603,30000000.0,30000000.0,90300000.0,22600000.0,15000000.0,30100000.0,144635.0,0,24,40,0.033229394,0.055382324,12,48,32.0,18.97366596,360.0,0,0,0,0,0,1,36.0,48.0,19.2,3,144,5,96,-1,3,146304.6667,3467.389844,150291.0,143988.0,29900000.0,11413.27089,29900000.0,29900000.0,IPCam_AlarmClock
90269922,3,5,144.0,96.0,48,48,48.0,0.0,48,12,19.2,16.09968944,2.658692892,0.088623096,12900000.0,15900000.0,29900000.0,128493.0,60100000.0,30000000.0,9179.660233,30000000.0,30000000.0,90300000.0,22600000.0,15000000.0,30100000.0,128493.0,0,24,40,0.033233661,0.055389435,12,48,32.0,18.97366596,360.0,0,0,0,0,0,1,36.0,48.0,19.2,3,144,5,96,-1,3,153506.0,41635.34939,201569.0,128493.0,29900000.0,49719.74957,29900000.0,29800000.0,IPCam_AlarmClock
90347674,3,5,144.0,96.0,48,48,48.0,0.0,48,12,19.2,16.09968944,2.656404857,0.088546829,12900000.0,15800000.0,29800000.0,209930.0,60100000.0,30000000.0,8648.623041,30000000.0,30000000.0,90300000.0,22600000.0,14900000.0,30100000.0,211267.0,0,24,40,0.033205061,0.055341768,12,48,32.0,18.97366596,360.0,0,0,0,0,0,1,36.0,48.0,19.2,3,144,5,96,-1,3,211267.3333,1002.500042,212270.0,210265.0,29800000.0,7064.289443,29800000.0,29800000.0,IPCam_AlarmClock
416039,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14.42172489,83207.8,110543.9858,266874.0,732.0,367879.0,183939.5,118322.299,267606.0,100273.0,48892.0,24446.0,33089.76893,47844.0,1048.0,0,60,92,7.210862443,7.210862443,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,3,0,3,0,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_AlarmClock
212360,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28.25390846,42472.0,86725.70077,197302.0,94.0,198113.0,99056.5,139954.1097,198019.0,94.0,14964.0,7482.0,9147.133321,13950.0,1014.0,0,60,92,14.12695423,14.12695423,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,3,0,3,0,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_AlarmClock
608283,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.863829829,121656.6,208738.1321,483977.0,763.0,603213.0,301606.5,258989.8794,484740.0,118473.0,5833.0,2916.5,2786.707825,4887.0,946.0,0,60,92,4.931914915,4.931914915,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,3,0,3,0,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_AlarmClock
274924,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.82421324,54984.8,82593.85528,189586.0,848.0,270739.0,135369.5,77872.96271,190434.0,80305.0,5033.0,2516.5,2148.897508,4036.0,997.0,0,60,92,10.91210662,10.91210662,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,3,0,3,0,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_AlarmClock
119999520,21455,7614,21200000.0,114140.0,1032,10,986.4073643,175.5712401,1032,10,14.99080641,22.73644495,177313.2926,242.2426356,4128.234485,13668.66598,127205.0,13.0,120000000.0,5592.899599,17474.3523,133046.0,14.0,120000000.0,15754.18665,27180.60225,169777.0,13.0,0,171640,60912,178.7923818,63.4502538,10,1032,731.975989,453.1191533,205316.9671,0,0,0,0,0,0,732.0011696,986.4073643,14.99080641,21455,21163370,7614,114140,-1,21455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_AlarmClock
90300271,3,5,144.0,96.0,48,48,48.0,0.0,48,12,19.2,16.09968944,2.657799333,0.088593311,12900000.0,15900000.0,29900000.0,144692.0,60100000.0,30100000.0,1967.171065,30100000.0,30000000.0,90300000.0,22600000.0,14900000.0,30100000.0,189653.0,0,24,40,0.033222492,0.055370819,12,48,32.0,18.97366596,360.0,0,0,0,0,0,1,36.0,48.0,19.2,3,144,5,96,-1,3,164161.6667,22670.02605,189653.0,146261.0,29900000.0,20405.57323,29900000.0,29900000.0,IPCam_AlarmClock
90285370,3,5,144.0,96.0,48,48,48.0,0.0,48,12,19.2,16.09968944,2.658237985,0.088607933,12900000.0,15900000.0,29900000.0,129760.0,60100000.0,30100000.0,2113.542169,30100000.0,30000000.0,90300000.0,22600000.0,15000000.0,30100000.0,143599.0,0,24,40,0.033227975,0.055379958,12,48,32.0,18.97366596,360.0,0,0,0,0,0,1,36.0,48.0,19.2,3,144,5,96,-1,3,136832.3333,5901.292175,143599.0,132753.0,29900000.0,3777.795962,29900000.0,29900000.0,IPCam_AlarmClock
90366106,3,5,144.0,96.0,48,48,48.0,0.0,48,12,19.2,16.09968944,2.655863029,0.088528768,12900000.0,15800000.0,29800000.0,209906.0,60100000.0,30100000.0,2235.871642,30100000.0,30000000.0,90400000.0,22600000.0,14900000.0,30100000.0,209906.0,0,24,40,0.033198288,0.05533048,12,48,32.0,18.97366596,360.0,0,0,0,0,0,1,36.0,48.0,19.2,3,144,5,96,-1,3,215826.0,8839.638058,225987.0,209906.0,29800000.0,11343.49546,29800000.0,29800000.0,IPCam_AlarmClock
