Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
242931,34,32,46200.0,122.0,1400,0,1358.823529,240.0980192,122,0,3.8125,21.56675683,190679.658,271.6820826,3737.4,9812.064729,45844.0,112.0,118441.0,3589.121212,10029.52158,42249.0,300.0,242931.0,7836.483871,16439.31017,50936.0,112.0,0,680,672,139.9574365,131.7246461,0,1400,691.3731343,703.5526479,494986.3284,0,1,0,0,0,0,701.8484848,1358.823529,3.8125,34,46200,32,122,126,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
196,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10204.08163,196.0,0.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,5102.040816,5102.040816,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
247750,36,33,49000.0,122.0,1400,0,1361.111111,233.3333333,122,0,3.696969697,21.23747403,198272.4521,278.506559,3643.382353,10850.70904,47508.0,38.0,114740.0,3278.285714,11415.33939,52031.0,283.0,247750.0,7742.1875,16876.33547,52671.0,38.0,0,720,692,145.3077699,133.1987891,0,1400,701.7428571,703.4477348,494838.7155,0,1,0,0,0,0,711.9130435,1361.111111,3.696969697,36,49000,33,122,126,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
2956,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,676.5899865,2956.0,0.0,2956.0,2956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,338.2949932,338.2949932,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
300530,40,35,54600.0,122.0,1400,0,1365.0,221.3594362,122,0,3.485714286,20.62176382,182084.9832,249.5591122,4061.216216,12086.57179,68412.0,61.0,135032.0,3462.358974,12453.14417,62881.0,304.0,300530.0,8839.117647,19681.75452,68412.0,61.0,0,800,732,133.0981932,116.460919,0,1400,720.0263158,702.8855189,494048.0526,0,1,0,0,0,0,729.6266667,1365.0,3.485714286,40,54600,35,122,126,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
215,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9302.325581,215.0,0.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,4651.162791,4651.162791,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
276620,38,34,51800.0,122.0,1400,0,1363.157895,227.1099896,122,0,3.588235294,20.92282739,187701.54,260.2848673,3896.056338,10815.21929,46948.0,25.0,144816.0,3913.945946,14476.24507,78553.0,304.0,276620.0,8382.424242,19264.82757,78712.0,25.0,0,760,712,137.3725689,122.9122985,0,1400,711.260274,703.215117,494511.5008,0,1,0,0,0,0,721.1388889,1363.157895,3.588235294,38,51800,34,122,126,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
37,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54054.05405,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,27027.02703,27027.02703,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
115845229,50,51,4886.0,4124.0,1168,0,97.72,177.9038998,394,0,80.8627451,104.1508559,77.77618533,0.87185291,1158452.29,2973165.782,19300000.0,29.0,116000000.0,2362317.0,3942417.919,19300000.0,199.0,116000000.0,2316904.58,3892512.627,19300000.0,29.0,1,1000,1020,0.431610351,0.440242558,0,1168,88.35294118,144.4660806,20870.44846,0,0,0,1,1,1,89.22772277,97.72,80.8627451,50,4886,51,4124,126,25,1423607.308,2463906.558,5935544.0,45406.0,7480595.077,4323342.829,19300000.0,5134750.0,IPCam_Ezviz
203221,19,23,25200.0,122.0,1400,0,1326.315789,321.1820274,122,0,5.304347826,25.43875851,124603.2644,206.6715546,4956.609756,13094.2595,46593.0,24.0,61967.0,3442.611111,12264.27333,52541.0,331.0,203221.0,9237.318182,19284.96346,53410.0,24.0,0,380,492,93.49427471,113.1772799,0,1400,588.8837209,696.6445158,485313.5814,0,1,0,0,0,1,602.9047619,1326.315789,5.304347826,19,25200,23,122,126,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
6273,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,318.8267177,6273.0,0.0,6273.0,6273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,159.4133588,159.4133588,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
138837,9,13,11200.0,122.0,1400,0,1244.444444,466.6666667,122,0,9.384615385,33.83671197,81548.86666,158.4592004,6611.285714,13326.33222,47794.0,35.0,15095.0,1886.875,3491.501987,10334.0,335.0,138837.0,11569.75,19472.57605,51633.0,35.0,0,180,292,64.82421833,93.63498203,0,1400,492.2608696,678.2834764,460068.4743,0,1,0,0,0,1,514.6363636,1244.444444,9.384615385,9,11200,13,122,80,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
2841,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,703.9774727,2841.0,0.0,2841.0,2841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,351.9887364,351.9887364,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
119995122,8597,17217,299412.0,9274193.0,200,20,34.82749796,7.484256623,1430,20,538.6648661,627.6250034,79783.28486,215.1254115,4648.631387,12426.10294,504469.0,12.0,120000000.0,13958.93392,23323.19106,806160.0,12.0,120000000.0,6969.976882,16109.16738,824244.0,12.0,0,68776,137736,71.64457902,143.4808325,20,1430,370.8564788,564.9065717,319119.4348,0,0,0,0,0,2,370.8708453,34.82749796,538.6648661,8597,299412,17217,9274193,-1,8597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
132938,9,13,11200.0,122.0,1400,0,1244.444444,466.6666667,122,0,9.384615385,33.83671197,85167.5217,165.4906799,6330.380952,14734.1922,46385.0,96.0,5255.0,656.875,728.3638097,2457.0,371.0,132938.0,11078.16667,19821.13936,50446.0,96.0,0,180,292,67.70073267,97.78994719,0,1400,492.2608696,678.2834764,460068.4743,0,1,0,0,0,1,514.6363636,1244.444444,9.384615385,9,11200,13,122,80,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
4506,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,443.8526409,4506.0,0.0,4506.0,4506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,221.9263205,221.9263205,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
171075,10,14,12600.0,122.0,1400,0,1260.0,442.7188724,122,0,8.714285714,32.60587151,74365.04457,140.2893468,7438.043478,18885.0767,70944.0,24.0,5918.0,657.5555556,730.5520363,2585.0,327.0,171075.0,13159.61538,25061.86973,70944.0,24.0,0,200,312,58.45389449,81.83545229,0,1400,508.88,682.547698,465871.36,0,1,0,0,0,1,530.0833333,1260.0,8.714285714,10,12600,14,122,86,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
36,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.55556,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,27777.77778,27777.77778,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
126326,9,13,11200.0,122.0,1400,0,1244.444444,466.6666667,122,0,9.384615385,33.83671197,89625.25529,174.1525893,6015.52381,13810.02279,45818.0,86.0,5094.0,636.75,419.4495543,1566.0,345.0,126326.0,10527.16667,18952.78065,49496.0,86.0,0,180,292,71.24424109,102.9083482,0,1400,492.2608696,678.2834764,460068.4743,0,1,0,0,0,1,514.6363636,1244.444444,9.384615385,9,11200,13,122,75,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
4310,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,464.037123,4310.0,0.0,4310.0,4310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,232.0185615,232.0185615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
177195,9,13,11200.0,122.0,1400,0,1244.444444,466.6666667,122,0,9.384615385,33.83671197,63895.70812,124.1570022,8437.857143,17965.36774,64119.0,66.0,11877.0,1484.625,2047.244904,5730.0,347.0,177195.0,14766.25,25819.6809,64119.0,66.0,0,180,292,50.79150089,73.36550128,0,1400,492.2608696,678.2834764,460068.4743,0,1,0,0,0,1,514.6363636,1244.444444,9.384615385,9,11200,13,122,80,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
113,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17699.11504,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,8849.557522,8849.557522,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
195214,11,15,14000.0,122.0,1400,0,1272.727273,422.1158824,122,0,8.133333333,31.50026455,72341.12308,133.187169,7808.56,17109.85825,49062.0,25.0,6107.0,610.7,693.7059976,2583.0,342.0,195214.0,13943.85714,22358.97564,49819.0,25.0,0,220,332,56.34841763,76.83875132,0,1400,523.037037,685.805393,470329.037,0,1,0,0,0,1,543.1538462,1272.727273,8.133333333,11,14000,15,122,92,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
1347,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1484.780995,1347.0,0.0,1347.0,1347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,742.3904974,742.3904974,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
207621,19,23,25200.0,122.0,1400,0,1326.315789,321.1820274,122,0,5.304347826,25.43875851,121962.6146,202.2916757,5063.926829,13059.77297,46032.0,24.0,58142.0,3230.111111,10874.02564,46706.0,337.0,207621.0,9437.318182,19803.35875,61936.0,24.0,0,380,492,91.51290091,110.7787748,0,1400,588.8837209,696.6445158,485313.5814,0,1,0,0,0,1,602.9047619,1326.315789,5.304347826,19,25200,23,122,126,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
247,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8097.165992,247.0,0.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,4048.582996,4048.582996,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
235331,30,30,40600.0,122.0,1400,0,1353.333333,255.6038602,122,0,4.066666667,22.27405067,173041.3758,254.960035,3988.661017,11293.46204,47472.0,109.0,107246.0,3698.137931,11267.81263,47684.0,287.0,235331.0,8114.862069,17169.76282,52032.0,109.0,0,600,632,127.4800175,127.4800175,0,1400,667.5737705,703.2062869,494499.082,0,1,0,0,0,1,678.7,1353.333333,4.066666667,30,40600,30,122,126,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
199,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10050.25126,199.0,0.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,5025.125628,5025.125628,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
251988,36,33,49000.0,122.0,1400,0,1361.111111,233.3333333,122,0,3.696969697,21.23747403,194937.8542,273.822563,3705.705882,10672.54474,47086.0,57.0,122396.0,3497.028571,12333.19499,60026.0,318.0,251988.0,7874.625,17400.31032,60268.0,57.0,0,720,692,142.8639459,130.9586171,0,1400,701.7428571,703.4477348,494838.7155,0,1,0,0,0,0,711.9130435,1361.111111,3.696969697,36,49000,33,122,126,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
5814,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,343.997248,5814.0,0.0,5814.0,5814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,171.998624,171.998624,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
286278,43,37,58800.0,122.0,1400,0,1367.44186,213.4979985,122,0,3.297297297,20.05667645,205820.9153,279.4486478,3623.772152,12186.46928,77613.0,24.0,113893.0,2711.738095,9330.237534,48095.0,274.0,286278.0,7952.166667,18912.02628,77613.0,24.0,0,860,772,150.2036482,129.2449996,0,1400,727.4320988,702.4344264,493414.1235,0,1,0,0,0,0,736.525,1367.44186,3.297297297,43,58800,37,122,143,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
6500,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,307.6923077,6500.0,0.0,6500.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,153.8461538,153.8461538,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
100117427,4,6,240.0,280.0,60,60,60.0,0.0,60,44,46.66666667,6.531972647,5.193900958,0.099882711,11100000.0,13100000.0,25000000.0,45511.0,75100000.0,25000000.0,8041.821705,25000000.0,25000000.0,100000000.0,20000000.0,11200000.0,25000000.0,45957.0,0,32,48,0.039953084,0.059929626,44,60,52.72727273,8.355727486,69.81818182,0,0,0,0,0,1,58.0,60.0,46.66666667,4,240,6,280,-1,4,45694.75,192.1117296,45957.0,45511.0,25000000.0,10483.68244,25000000.0,25000000.0,IPCam_Ezviz
100118483,4,6,240.0,280.0,60,60,60.0,0.0,60,44,46.66666667,6.531972647,5.193846175,0.099881657,11100000.0,13100000.0,25000000.0,46602.0,75100000.0,25000000.0,8083.821518,25000000.0,25000000.0,100000000.0,20000000.0,11200000.0,25000000.0,46819.0,0,32,48,0.039952663,0.059928994,44,60,52.72727273,8.355727486,69.81818182,0,0,0,0,0,1,58.0,60.0,46.66666667,4,240,6,280,-1,4,46867.0,129.3754227,47009.0,46712.0,25000000.0,10106.28218,25000000.0,25000000.0,IPCam_Ezviz
286470,38,34,51800.0,122.0,1400,0,1363.157895,227.1099896,122,0,3.588235294,20.92282739,181247.6001,251.3352183,4034.788732,12727.5758,76168.0,114.0,116639.0,3152.405405,10906.22148,51156.0,319.0,286470.0,8680.909091,19531.51782,76168.0,130.0,0,760,712,132.649143,118.6860753,0,1400,711.260274,703.215117,494511.5008,0,1,0,0,0,0,721.1388889,1363.157895,3.588235294,38,51800,34,122,126,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
115,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17391.30435,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,8695.652174,8695.652174,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
248796,19,23,25200.0,122.0,1400,0,1326.315789,321.1820274,122,0,5.304347826,25.43875851,101778.1636,168.8130034,6068.195122,15511.35733,65057.0,81.0,82487.0,4582.611111,15696.87456,66922.0,311.0,248796.0,11308.90909,24052.06201,67250.0,81.0,0,380,492,76.36778726,92.44521616,0,1400,588.8837209,696.6445158,485313.5814,0,1,0,0,0,1,602.9047619,1326.315789,5.304347826,19,25200,23,122,126,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
8684,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,230.3086135,8684.0,0.0,8684.0,8684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,115.1543068,115.1543068,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
129592,9,13,11200.0,122.0,1400,0,1244.444444,466.6666667,122,0,9.384615385,33.83671197,87366.50411,169.7635657,6171.047619,14418.20119,46331.0,27.0,5612.0,701.5,864.2445091,2839.0,349.0,129592.0,10799.33333,19549.36101,50511.0,27.0,0,180,292,69.4487314,100.3148342,0,1400,492.2608696,678.2834764,460068.4743,0,1,0,0,0,1,514.6363636,1244.444444,9.384615385,9,11200,13,122,80,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
2105,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,950.1187648,2105.0,0.0,2105.0,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,475.0593824,475.0593824,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,1,0,7000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
119917644,231,233,23110.0,30042.0,1168,0,100.04329,137.4543018,298,0,128.9356223,136.4325025,443.2375272,3.869322182,259001.3909,1170479.517,16500000.0,36.0,120000000.0,520977.2174,1635455.698,16500000.0,332.0,120000000.0,516886.3966,1616278.561,16500000.0,36.0,1,4620,4660,1.926322035,1.943000148,0,1168,114.3096774,137.5072679,18908.24872,0,0,0,1,1,1,114.5560345,100.04329,128.9356223,231,23110,233,30042,126,115,1788932.7,2938874.123,8601748.0,96341.0,6864654.8,3673730.671,16500000.0,5198064.0,IPCam_Ezviz
119999491,9853,19941,336490.0,11300000.0,200,20,34.15101999,7.148441183,1430,20,566.6918409,641.9633111,96974.51133,248.2843865,4027.774679,10895.2134,200530.0,11.0,120000000.0,12179.90398,21266.93832,399089.0,12.0,120000000.0,6018.028636,13682.91373,399305.0,13.0,0,78824,159528,82.10868161,166.1757049,20,1430,390.5752307,581.8961547,338603.1349,0,0,0,0,0,2,390.5883399,34.15101999,566.6918409,9853,336490,19941,11300402,-1,9853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
100066942,6,8,360.0,606.0,60,60,60.0,0.0,187,44,75.75,55.63336614,9.653537729,0.139906344,7697457.077,11400000.0,25000000.0,17985.0,75000000.0,15000000.0,12200000.0,25000000.0,1467812.0,100000000.0,14300000.0,12300000.0,25000000.0,45623.0,0,48,64,0.059959862,0.079946482,44,187,68.4,40.17070717,1613.685714,0,0,0,0,0,1,73.28571429,60.0,75.75,6,360,8,606,-1,6,927901.5,1764379.668,3574471.0,45623.0,24100000.0,1760401.366,25000000.0,21400000.0,IPCam_Ezviz
100064589,6,8,360.0,606.0,60,60,60.0,0.0,187,44,75.75,55.63336614,9.65376473,0.139909634,7697276.077,11400000.0,25000000.0,3672.0,75000000.0,15000000.0,12200000.0,25000000.0,1424043.0,100000000.0,14300000.0,12300000.0,25000000.0,47495.0,0,48,64,0.059961272,0.079948362,44,187,68.4,40.17070717,1613.685714,0,0,0,0,0,1,73.28571429,60.0,75.75,6,360,8,606,-1,6,912564.5,1731059.035,3509153.0,46652.0,24100000.0,1733072.703,25000000.0,21500000.0,IPCam_Ezviz
90184447,21,21,1350.0,1984.0,192,0,64.28571429,92.54033869,282,0,94.47619048,135.8762743,36.96868042,0.465712231,2199620.659,7690013.426,30000000.0,35.0,90100000.0,4506910.1,10700000.0,30000000.0,41787.0,90200000.0,4507997.45,10700000.0,30000000.0,35.0,1,420,420,0.232856115,0.232856115,0,282,77.58139535,115.0507616,13236.67774,0,0,0,1,1,1,79.42857143,64.28571429,94.47619048,21,1350,21,1984,126,10,828093.3333,1353544.601,2391032.0,46449.0,29200000.0,1356229.785,30000000.0,27600000.0,IPCam_Ezviz
119981738,10287,20894,355108.0,12100000.0,89,20,34.52007388,6.741336356,1430,20,577.7529434,646.1603935,103571.4118,259.8812163,3848.035215,9547.515109,200472.0,12.0,120000000.0,11663.42767,19208.38741,329481.0,13.0,120000000.0,5742.676399,16159.73401,1693845.0,12.0,0,82296,167152,85.7380479,174.1431684,20,1430,398.5221602,587.3849793,345021.114,0,0,0,0,0,2,398.5349412,34.52007388,577.7529434,10287,355108,20894,12071570,-1,10287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
100136233,4,6,240.0,280.0,60,60,60.0,0.0,60,44,46.66666667,6.531972647,5.192925522,0.099863952,11100000.0,13100000.0,25000000.0,45501.0,75100000.0,25000000.0,28614.58954,25100000.0,25000000.0,100000000.0,20000000.0,11200000.0,25100000.0,45747.0,0,32,48,0.039945581,0.059918371,44,60,52.72727273,8.355727486,69.81818182,0,0,0,0,0,1,58.0,60.0,46.66666667,4,240,6,280,-1,4,45583.75,110.9936184,45747.0,45501.0,25000000.0,23504.35582,25000000.0,24900000.0,IPCam_Ezviz
100137409,4,6,240.0,280.0,60,60,60.0,0.0,60,44,46.66666667,6.531972647,5.192864537,0.09986278,11100000.0,13100000.0,25000000.0,46609.0,75100000.0,25000000.0,25102.81559,25000000.0,25000000.0,100000000.0,20000000.0,11200000.0,25000000.0,46712.0,0,32,48,0.039945112,0.059917668,44,60,52.72727273,8.355727486,69.81818182,0,0,0,0,0,1,58.0,60.0,46.66666667,4,240,6,280,-1,4,46710.5,81.6680272,46809.0,46609.0,25000000.0,20567.32897,25000000.0,24900000.0,IPCam_Ezviz
90109363,7,5,6.0,10.0,2,0,0.857142857,1.069044968,2,2,2.0,0.0,0.177562014,0.133171511,8191760.273,14000000.0,30000000.0,1817.0,90100000.0,15000000.0,16400000.0,30000000.0,46762.0,90100000.0,22500000.0,15000000.0,30100000.0,45038.0,1,140,100,0.077683381,0.055488129,0,2,1.384615385,0.960768923,0.923076923,0,0,0,1,1,0,1.5,0.857142857,2.0,7,6,5,10,126,3,48087.66667,1358.619275,49477.0,46762.0,30000000.0,46150.39961,30000000.0,29900000.0,IPCam_Ezviz
119997906,7067,13813,248997.0,6664894.0,89,20,35.23376256,7.589226057,1430,20,482.5087961,596.354875,57616.76375,174.0030364,5747.301403,11898.85269,202207.0,13.0,120000000.0,16981.91452,22476.69803,206934.0,13.0,120000000.0,8687.716478,14445.82094,204242.0,13.0,0,56536,110504,58.89269434,115.110342,20,1430,331.1776735,529.2671321,280123.6972,0,0,0,0,0,1,331.1935345,35.23376256,482.5087961,7067,248997,13813,6664894,-1,7067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IPCam_Ezviz
100071485,4,6,240.0,280.0,60,60,60.0,0.0,60,44,46.66666667,6.531972647,5.196285435,0.099928566,11100000.0,13100000.0,25000000.0,45634.0,75000000.0,25000000.0,6619.234271,25000000.0,25000000.0,100000000.0,20000000.0,11200000.0,25100000.0,45760.0,0,32,48,0.039971426,0.05995714,44,60,52.72727273,8.355727486,69.81818182,0,0,0,0,0,1,58.0,60.0,46.66666667,4,240,6,280,-1,4,62968.5,34461.02398,114660.0,45681.0,24900000.0,30186.34143,25000000.0,24900000.0,IPCam_Ezviz
100068664,4,6,240.0,280.0,60,60,60.0,0.0,60,44,46.66666667,6.531972647,5.196431922,0.099931383,11100000.0,13100000.0,25000000.0,46645.0,75000000.0,25000000.0,9133.302269,25000000.0,25000000.0,100000000.0,20000000.0,11200000.0,25000000.0,47317.0,0,32,48,0.039972553,0.05995883,44,60,52.72727273,8.355727486,69.81818182,0,0,0,0,0,1,58.0,60.0,46.66666667,4,240,6,280,-1,4,46872.75,309.6389026,47317.0,46645.0,25000000.0,20153.2223,25000000.0,24900000.0,IPCam_Ezviz
90113476,7,5,6.0,10.0,2,0,0.857142857,1.069044968,2,2,2.0,0.0,0.17755391,0.133165432,8192134.182,14000000.0,30000000.0,1571.0,90100000.0,15000000.0,16400000.0,30000000.0,46592.0,90100000.0,22500000.0,15000000.0,30000000.0,45068.0,1,140,100,0.077679836,0.055485597,0,2,1.384615385,0.960768923,0.923076923,0,0,0,1,1,0,1.5,0.857142857,2.0,7,6,5,10,126,3,46620.0,24.75883681,46639.0,46592.0,30000000.0,12856.67147,30000000.0,30000000.0,IPCam_Ezviz
