Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.4.17-47.88.23.67-50779-32100-17,192.168.4.17,50779,47.88.23.67,32100,17,25-03-2022 11:26,60009284,3,1,92,4,44,4,30.66666667,23.09401077,4,4,4,0,1.599752465,0.066656353,2.00E+07,3.46E+07,6.00E+07,1630,6.00E+07,3.00E+07,4.24E+07,6.00E+07,1641,0,0,0,0,0,0,0,0,0,24,8,0.049992265,0.016664088,4,44,20,21.9089023,480,0,0,0,0,0,0,0,0,0,25,30.66666667,4,0,0,0,0,0,0,3,92,1,4,-1,-1,3,0,1630,0,1630,1630,6.00E+07,0,6.00E+07,6.00E+07,IPCam_D3D
192.168.4.13-192.168.4.17-56049-51669-17,192.168.4.17,51669,192.168.4.13,56049,17,25-03-2022 11:27,119989993,4822,3080,2039962,33697,1032,4,423.05309,459.8173069,77,4,10.94058442,8.35397712,17281.93284,65.8554918,15186.68434,20203.06232,117786,39,1.20E+08,24884.53661,26548.28707,120441,39,1.20E+08,38954.09321,33061.78373,268745,57,0,0,0,0,38576,24640,40.18668457,25.66880723,4,1032,262.3985828,411.6085964,169421.6366,0,0,0,0,0,0,0,0,0,262.4317894,423.05309,10.94058442,0,0,0,0,0,0,4822,2039962,3080,33697,-1,-1,4822,0,0,0,0,0,0,0,0,0,IPCam_D3D
192.168.4.17-47.94.37.184-50779-32100-17,192.168.4.17,50779,47.94.37.184,32100,17,25-03-2022 11:28,60197372,3,5,92,60,44,4,30.66666667,23.09401077,20,4,12,7.483314774,2.525027172,0.132896167,8599624.571,2.26E+07,5.99E+07,1311,6.00E+07,3.00E+07,4.25E+07,6.00E+07,1819,6.02E+07,1.50E+07,3.00E+07,6.00E+07,1311,0,0,0,0,24,40,0.049836063,0.083060104,4,44,17.33333333,16.37070554,268,0,0,0,0,0,0,0,0,1,19.5,30.66666667,12,0,0,0,0,0,0,3,92,5,60,-1,-1,3,0,163468,0,163468,163468,5.99E+07,0,5.99E+07,5.99E+07,IPCam_D3D
192.168.4.17-120.76.28.153-50779-32100-17,192.168.4.17,50779,120.76.28.153,32100,17,25-03-2022 11:28,60040449,3,1,92,4,44,4,30.66666667,23.09401077,4,4,4,0,1.598922087,0.066621754,2.00E+07,3.47E+07,6.00E+07,1663,6.00E+07,3.00E+07,4.25E+07,6.00E+07,1663,0,0,0,0,0,0,0,0,0,24,8,0.049966315,0.016655438,4,44,20,21.9089023,480,0,0,0,0,0,0,0,0,0,25,30.66666667,4,0,0,0,0,0,0,3,92,1,4,-1,-1,3,0,2497,0,2497,2497,6.00E+07,0,6.00E+07,6.00E+07,IPCam_D3D
192.168.4.17-47.89.48.227-50779-32100-17,192.168.4.17,50779,47.89.48.227,32100,17,25-03-2022 11:28,60277049,3,5,92,60,44,4,30.66666667,23.09401077,20,4,12,7.483314774,2.521689474,0.132720499,8611007,2.26E+07,5.98E+07,1598,6.00E+07,3.00E+07,4.25E+07,6.00E+07,1641,6.03E+07,1.51E+07,3.00E+07,6.00E+07,1598,0,0,0,0,24,40,0.049770187,0.082950312,4,44,17.33333333,16.37070554,268,0,0,0,0,0,0,0,0,1,19.5,30.66666667,12,0,0,0,0,0,0,3,92,5,60,-1,-1,3,0,239303,0,239303,239303,5.98E+07,0,5.98E+07,5.98E+07,IPCam_D3D
192.168.4.17-47.88.23.67-50779-32100-17,192.168.4.17,50779,47.88.23.67,32100,17,25-03-2022 11:28,60040041,3,1,92,4,44,4,30.66666667,23.09401077,4,4,4,0,1.598932952,0.066622206,2.00E+07,3.47E+07,6.00E+07,1700,6.00E+07,3.00E+07,4.25E+07,6.00E+07,1700,0,0,0,0,0,0,0,0,0,24,8,0.049966655,0.016655552,4,44,20,21.9089023,480,0,0,0,0,0,0,0,0,0,25,30.66666667,4,0,0,0,0,0,0,3,92,1,4,-1,-1,3,0,2528,0,2528,2528,6.00E+07,0,6.00E+07,6.00E+07,IPCam_D3D
192.168.4.13-192.168.4.17-56049-51669-17,192.168.4.17,51669,192.168.4.13,56049,17,25-03-2022 11:29,119996660,4804,3074,2036638,33092,1032,4,423.9462948,459.8976862,60,4,10.76512687,7.787789503,17248.23008,65.65182731,15233.80221,20203.12148,123023,27,1.20E+08,24977.99875,26611.57013,125867,27,1.20E+08,39039.02994,32172.4029,259651,166,0,0,0,0,38432,24592,40.03444763,25.61737968,4,1032,262.6906968,411.828343,169602.5841,0,0,0,0,0,0,0,0,0,262.7240416,423.9462948,10.76512687,0,0,0,0,0,0,4804,2036638,3074,33092,-1,-1,4804,0,0,0,0,0,0,0,0,0,IPCam_D3D
192.168.4.17-8.8.8.8-46901-80-6,192.168.4.17,46901,8.8.8.8,80,6,25-03-2022 11:31,15105,2,2,0,0,0,0,0,0,0,0,0,0,0,264.8129758,5035,6007.047611,11954,1151,11954,11954,0,11954,11954,1151,1151,0,1151,1151,0,0,0,0,40,72,132.4064879,132.4064879,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,-1,29200,0,0,0,0,0,0,0,0,0,0,IPCam_D3D
192.168.4.13-192.168.4.17-56049-51669-17,192.168.4.17,51669,192.168.4.13,56049,17,25-03-2022 11:31,119999066,5745,3172,3216033,36270,1032,4,559.7968668,463.2937636,60,4,11.43442623,8.139848306,27102.73595,74.3089117,13458.84545,19166.47813,118704,21,1.20E+08,20886.80519,25735.04412,127580,21,1.20E+08,37842.65721,34553.15743,327538,27,0,0,0,0,45960,25376,47.87537263,26.43353907,4,1032,364.69085,455.2116654,207217.6603,0,0,0,0,0,0,0,0,0,364.7317483,559.7968668,11.43442623,0,0,0,0,0,0,5745,3216033,3172,36270,-1,-1,5745,0,0,0,0,0,0,0,0,0,IPCam_D3D
192.168.4.17-47.94.37.184-48535-32100-17,192.168.4.17,48535,47.94.37.184,32100,17,25-03-2022 11:31,60386190,3,3,92,32,44,4,30.66666667,23.09401077,20,4,10.66666667,8.326663998,2.053449638,0.099360466,1.21E+07,2.68E+07,6.00E+07,438,6.00E+07,3.00E+07,4.24E+07,6.00E+07,1665,6.04E+07,3.02E+07,4.27E+07,6.04E+07,438,0,0,0,0,24,24,0.049680233,0.049680233,4,44,18.28571429,18.45457744,340.5714286,0,0,0,0,0,0,0,0,1,21.33333333,30.66666667,10.66666667,0,0,0,0,0,0,3,92,3,32,-1,-1,3,0,1777,0,1777,1777,6.00E+07,0,6.00E+07,6.00E+07,IPCam_D3D
