Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.178-20.198.119.143-59446-443-6,192.168.0.178,59446,20.198.119.143,443,6,12-11-2022 18:51,90030533,2,1,0,0,0,0,0,0,0,0,0,0,0,0.033322029,4.50E+07,7051.975929,4.50E+07,4.50E+07,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,0,0,0,0,0,0,0,0,0,40,20,0.022214686,0.011107343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,513,0,0,0,0,0,0,4.50E+07,7051.975929,4.50E+07,4.50E+07,VConf_Zoom
192.168.0.178-52.242.101.226-57246-443-6,192.168.0.178,57246,52.242.101.226,443,6,12-11-2022 18:53,943485,5,4,0,1460,0,0,0,0,1460,0,365,730,1547.454385,9.53910237,117935.625,119863.9086,239268,99,719525,179881.25,104081.7622,239526,23972,919255,306418.3333,139866.7577,467909,223861,0,0,0,0,100,104,5.299501317,4.239601054,0,1460,146,461.6925384,213160,0,1,0,0,0,0,0,0,0,162.2222222,0,365,0,0,0,0,0,0,5,0,4,1460,-1,2050,0,0,0,0,0,0,0,0,0,0,VConf_Zoom
192.168.0.178-40.64.66.113-57247-443-6,192.168.0.178,57247,40.64.66.113,443,6,12-11-2022 18:53,1386814,5,6,0,2920,0,0,0,0,1460,0,486.6666667,753.9407581,2105.545517,7.931849549,138681.4,233544.121,740855,0,1176049,294012.25,312879.4529,741099,10420,1376334,275266.8,314015.4655,740945,0,0,0,0,0,100,144,3.605386158,4.32646339,0,1460,243.3333333,568.3042292,322969.697,0,1,0,0,0,0,0,0,1,265.4545455,0,486.6666667,0,0,0,0,0,0,5,0,6,2920,-1,2053,0,0,0,0,0,0,0,0,0,0,VConf_Zoom
192.168.0.178-52.242.101.226-57248-443-6,192.168.0.178,57248,52.242.101.226,443,6,12-11-2022 18:53,907699,5,4,0,1460,0,0,0,0,1460,0,365,730,1608.462717,9.915181134,113462.375,120092.3832,228642,93,684041,171010.25,112870.5599,228892,1715,903498,301166,129957.2352,451198,223565,0,0,0,0,100,104,5.508433963,4.406747171,0,1460,146,461.6925384,213160,0,1,0,0,0,0,0,0,0,162.2222222,0,365,0,0,0,0,0,0,5,0,4,1460,-1,2050,0,0,0,0,0,0,0,0,0,0,VConf_Zoom
192.168.0.178-20.189.173.15-57250-443-6,192.168.0.178,57250,20.189.173.15,443,6,12-11-2022 18:53,901391,4,6,1440,4380,1440,0,360,720,1460,0,730,799.674934,6456.687497,11.09396477,100154.5556,115074.7475,225241,0,682726,227575.3333,4884.047638,233164,224126,885551,177110.2,184905.0145,441645,0,0,0,0,0,80,144,4.437585909,6.656378863,0,1460,529.0909091,734.104278,538909.0909,0,1,0,0,0,0,0,0,1,582,360,730,0,0,0,0,0,0,4,1440,6,4380,-1,2053,1,0,0,0,0,0,0,0,0,0,VConf_Zoom
162.125.19.131-192.168.0.178-443-57128-6,192.168.0.178,57128,162.125.19.131,443,6,12-11-2022 18:51,53287319,5,9,7200,1440,1440,1440,1440,0,1440,0,160,480,162.1398892,0.262726672,4099024.538,1.46E+07,5.28E+07,0,5.31E+07,1.33E+07,2.65E+07,5.31E+07,0,5.33E+07,6660914.875,1.87E+07,5.31E+07,0,0,0,0,0,100,180,0.093830954,0.168895718,0,1440,672,743.6128025,552960,0,0,0,0,1,0,0,0,1,720,1440,160,0,0,0,0,0,0,5,7200,9,1440,-1,128,5,0,224584,0,224584,224584,5.28E+07,0,5.28E+07,5.28E+07,VConf_Zoom
192.168.0.178-40.125.122.151-57249-443-6,192.168.0.178,57249,40.125.122.151,443,6,12-11-2022 18:53,5829489,224,136,5680,188340,1420,0,25.35714286,188.4747777,1460,0,1384.852941,323.7877341,33282.50555,61.75498401,16238.13092,167608.796,3103759,0,5619298,25198.64574,211945.3815,3104711,0,2725730,20190.59259,66636.55371,464332,0,0,0,0,0,4480,2744,38.42532339,23.32966063,0,1460,537.4515235,704.6781287,496571.265,0,1,0,0,0,0,0,0,0,538.9444444,25.35714286,1384.852941,0,0,0,0,0,0,224,5680,136,188340,-1,2052,4,0,0,0,0,0,0,0,0,0,VConf_Zoom
192.168.0.178-20.42.65.85-57263-443-6,192.168.0.178,57263,20.42.65.85,443,6,12-11-2022 18:53,918444,4,6,1440,4380,1440,0,360,720,1460,0,730,799.674934,6336.804421,10.88798011,102049.3333,119246.2462,234608,0,694286,231428.6667,3521.504981,234810,227782,911040,182208,189633.2253,452274,0,0,0,0,0,80,144,4.355192042,6.532788063,0,1460,529.0909091,734.104278,538909.0909,0,1,0,0,0,0,0,0,1,582,360,730,0,0,0,0,0,0,4,1440,6,4380,-1,2053,1,0,0,0,0,0,0,0,0,0,VConf_Zoom
192.168.0.178-20.49.150.241-57264-443-6,192.168.0.178,57264,20.49.150.241,443,6,12-11-2022 18:53,796198,5,5,0,2920,0,0,0,0,1460,0,584,799.674934,3667.429459,12.55968993,88466.44444,75296.8902,152598,0,645386,161346.5,20049.26786,191390,150571,605183,151295.75,123989.5373,303707,0,0,0,0,0,100,124,6.279844963,6.279844963,0,1460,265.4545455,590.5990795,348807.2727,0,1,0,0,0,0,0,0,1,292,0,584,0,0,0,0,0,0,5,0,5,2920,-1,16381,0,0,0,0,0,0,0,0,0,0,VConf_Zoom
192.168.0.178-20.49.150.241-57265-443-6,192.168.0.178,57265,20.49.150.241,443,6,12-11-2022 18:54,811051,5,6,0,2920,0,0,0,0,1460,0,486.6666667,753.9407581,3600.266814,13.56264896,81105.1,75688.42374,152787,0,660338,165084.5,23002.55008,199491,152041,659077,131815.4,116178.5114,303826,0,0,0,0,0,100,144,6.164840435,7.397808523,0,1460,243.3333333,568.3042292,322969.697,0,1,0,0,0,0,0,0,1,265.4545455,0,486.6666667,0,0,0,0,0,0,5,0,6,2920,-1,16381,0,0,0,0,0,0,0,0,0,0,VConf_Zoom
